LFQ intensity a1	LFQ intensity a2	LFQ intensity a3	LFQ intensity a4	LFQ intensity b1	LFQ intensity b2	LFQ intensity b3	LFQ intensity b4	LFQ intensity c1	LFQ intensity c2	LFQ intensity c3	LFQ intensity c4	LFQ intensity d1	LFQ intensity d2	LFQ intensity d3	LFQ intensity d4	LFQ intensity e1	LFQ intensity e2	LFQ intensity e3	LFQ intensity e4	Student's T-test Significant b_a	Student's T-test Significant c_a	Student's T-test Significant d_a	Student's T-test Significant e_a	Student's T-test Significant c_b	Student's T-test Significant d_b	Student's T-test Significant e_b	Student's T-test Significant d_c	Student's T-test Significant e_c	Student's T-test Significant e_d	Student's T-test significant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Student's T-test p-value b_a	Student's T-test q-value b_a	Student's T-test Difference b_a	Student's T-test Test statistic b_a	Student's T-test p-value c_a	Student's T-test q-value c_a	Student's T-test Difference c_a	Student's T-test Test statistic c_a	Student's T-test p-value d_a	Student's T-test q-value d_a	Student's T-test Difference d_a	Student's T-test Test statistic d_a	Student's T-test p-value e_a	Student's T-test q-value e_a	Student's T-test Difference e_a	Student's T-test Test statistic e_a	Student's T-test p-value c_b	Student's T-test q-value c_b	Student's T-test Difference c_b	Student's T-test Test statistic c_b	Student's T-test p-value d_b	Student's T-test q-value d_b	Student's T-test Difference d_b	Student's T-test Test statistic d_b	Student's T-test p-value e_b	Student's T-test q-value e_b	Student's T-test Difference e_b	Student's T-test Test statistic e_b	Student's T-test p-value d_c	Student's T-test q-value d_c	Student's T-test Difference d_c	Student's T-test Test statistic d_c	Student's T-test p-value e_c	Student's T-test q-value e_c	Student's T-test Difference e_c	Student's T-test Test statistic e_c	Student's T-test p-value e_d	Student's T-test q-value e_d	Student's T-test Difference e_d	Student's T-test Test statistic e_d	Protein IDs	Majority protein IDs	Protein names	Gene names
24.41519	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.41809	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN												3	3	3	45.8	45.8	45.8	11.25	0	18.525	255700000	14	1	1	NaN	0	1	1	0.002899169921875	0	1	1	NaN	0	1	1	NaN	0	1	0.999130053274836	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	1	NaN	0	1	1	NaN	0	1.0000001	1	0	0	L0R819	L0R819		ASNSD1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.44076												2	2	2	6.1	6.1	6.1	39.58	0.00048948	3.3959	465040000	5	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1	1	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	1	NaN	0	1.0000001	1	0	0	1	1	NaN	0	1	0.99851148355059	NaN	0	O00115	O00115	Deoxyribonuclease-2-alpha	DNASE2
27.34249	27.29763	27.28242	27.2929	27.29509	27.18442	27.39239	27.42374	27.29342	26.93809	27.28056	27.33467	27.34647	27.38607	27.34036	27.30808	27.27498	27.04677	27.15731	27.2818												11	11	11	23.6	23.6	23.6	72.911	0	80.412	3418700000	162	0.730544376338191	0.862543269230769	0.0200543403625488	0.360894729595572	0.359317421032546	0.42859870711089	-0.0921721458435059	-0.992410948851356	0.0935369965996853	0.10041416893733	0.0413894653320313	1.99137987279522	0.0944009963004991	0.0660889621087315	-0.113644599914551	-1.98474544495294	0.332954045043999	0.625492379058979	-0.112226486206055	-1.05284377079593	0.71770119401556	0.764603210153042	0.0213351249694824	0.379051550227943	0.135484937280563	0.152124466137889	-0.1336989402771	-1.72393938347185	0.202273373386132	0.60532502596054	0.133561611175537	1.43140825783923	0.848257372992313	0.872146075085324	-0.0214724540710449	-0.199772183544749	0.0367773489840677	0.221378151260504	-0.155034065246582	-2.67506414346678	O00116	O00116	Alkyldihydroxyacetonephosphate synthase, peroxisomal	AGPS
NaN	24.83287	24.57675	24.7888	25.00372	24.60207	24.48241	24.70525	24.73226	24.55051	NaN	NaN	24.6732	24.58566	24.63738	24.46076	24.51196	24.81577	24.82503	24.68057												7	7	7	7.5	7.5	7.5	79.954	0	12.469	555660000	38	0.824700294993556	0.904294505494506	-0.0344475110371896	-0.233406806847856	0.50963116274426	0.571673469387755	-0.0914214452107736	-0.746329081338872	0.155912003794036	0.157431339031339	-0.143557866414387	-1.66937755928503	0.831338578658147	0.766640540540541	-0.0244773228963204	-0.224385384244109	0.762721439701211	0.88527811550152	-0.056973934173584	-0.323218476954238	0.40117292314919	0.524372983870968	-0.109110355377197	-0.903306424550878	0.942871550451416	0.928039974210187	0.00997018814086914	0.0747132863032443	0.590127089794116	0.871723600973236	-0.0521364212036133	-0.584722156995741	0.615865853766108	0.684320512820513	0.0669441223144531	0.543168504631609	0.219114662809331	0.516150943396226	0.119080543518066	1.37211700855877	O00139	O00139	Kinesin-like protein KIF2A	KIF2A
NaN	25.37388	25.84331	25.43543	NaN	NaN	26.04423	NaN	25.99278	NaN	NaN	25.82929	25.89567	NaN	NaN	25.8649	25.36916	25.17839	NaN	25.61938												13	4	4	29.3	10.1	10.1	49.129	0	9.0455	1125900000	34	1	1	0.49335543314616	0	0.169046744608352	0.232713715046605	0.360165278116863	1.80373457775071	0.182214076290773	0.18203604587657	0.329413096110027	1.72920438366663	0.452953907368336	0.353199695121951	-0.161891937255859	-0.830493681076525	1	0.998817042606516	-0.133190155029297	0	1	1	-0.163942337036133	0	1	1	-0.655247370402019	0	0.747076539951114	0.920875399361022	-0.0307521820068359	-0.369708378046093	0.059042210719455	0.15136036036036	-0.522057215372723	-2.9705475049095	0.0589153468984827	0.284398601398601	-0.491305033365887	-2.97323205441418	O00148	O00148	ATP-dependent RNA helicase DDX39A	DDX39A
30.41488	30.42172	30.40791	30.41317	30.36755	30.37098	30.43042	30.40923	30.34223	30.34361	30.29734	30.33352	30.30856	30.28692	30.37534	30.22493	30.22515	30.22711	30.20886	30.25158		+	+	+			+		+		c_a;d_a;e_a;e_b;e_c	15	15	15	72.9	72.9	72.9	36.071	0	212.64	29182000000	563	0.247135983819823	0.56653525913339	-0.0198736190795898	-1.28203596924643	0.000269478488288559	0.00167634854771784	-0.0852432250976563	-7.60346532248776	0.0100130794792406	0.0215823529411765	-0.115480899810791	-3.70632414000516	9.80110316027428E-07	0	-0.186243534088135	-20.115971541506	0.012898519736253	0.101771986970684	-0.0653696060180664	-3.49538634958143	0.0326003963778275	0.114409495548961	-0.0956072807312012	-2.76585991530337	7.97767355034383E-05	0.000335766423357664	-0.166369915008545	-9.45247336840831	0.393061952497209	0.761113591595535	-0.0302376747131348	-0.919991780511443	0.000355277516654107	0.0028300395256917	-0.101000308990479	-7.229581125761	0.0706891752142189	0.314139384116694	-0.0707626342773438	-2.19394783528058	O00151	O00151	PDZ and LIM domain protein 1	PDLIM1
28.10709	28.21461	28.22104	28.1053	28.1418	28.17346	28.19957	28.06917	28.10924	28.11892	28.13198	28.18281	28.00164	28.13404	28.22476	28.11937	28.05129	28.00185	28.01175	28.01664				+			+		+		e_a;e_b;e_c	10	10	10	27.1	27.1	27.1	41.796	0	33.406	6273400000	146	0.721521362392776	0.857297209866559	-0.0160079002380371	-0.373636257914354	0.494974311797804	0.558991197183099	-0.0262713432312012	-0.726346210715536	0.481223226662987	0.458789346246973	-0.0420584678649902	-0.750705592038263	0.00590657993102401	0.00716372795969773	-0.141626358032227	-4.16572706275125	0.763604285220031	0.885829916476841	-0.0102634429931641	-0.31475726073584	0.645370567886129	0.712315247524753	-0.0260505676269531	-0.484259190436706	0.00593018296600784	0.0171034482758621	-0.125618457794189	-4.1621480796187	0.756556013494326	0.924210276679842	-0.0157871246337891	-0.324525685222057	0.00106245621757383	0.00462650602409639	-0.115355014801025	-5.89019451212572	0.0787178939432202	0.325738601823708	-0.0995678901672363	-2.11599486184802	O00154	O00154	Cytosolic acyl coenzyme A thioester hydrolase	ACOT7
29.5012	29.42376	29.48633	29.52901	29.44342	29.50011	29.53731	29.48922	29.43972	29.41518	29.42628	29.41991	29.41274	29.34115	29.4547	29.4586	29.31993	29.36947	29.31041	29.34304				+			+		+		e_a;e_b;e_c	30	30	30	32.2	32.2	32.2	121.68	0	130.1	15255000000	466	0.809165558832349	0.897380386329866	0.00744295120239258	0.252386932619703	0.0400299882705217	0.0827744270205066	-0.0597991943359375	-2.61168288267054	0.100529924177885	0.106038640906063	-0.0682768821716309	-1.93936818601265	0.00117991412069708	0.00213752455795678	-0.14936351776123	-5.77281505283826	0.0153586783404686	0.114115501519757	-0.0672421455383301	-3.35318398454038	0.0640814545933284	0.164211737629459	-0.0757198333740234	-2.26528293140315	0.000535409308928258	0.00228	-0.156806468963623	-6.70265334845866	0.770569153589949	0.92914998052201	-0.00847768783569336	-0.305138176081436	0.000743506870880649	0.00413333333333333	-0.089564323425293	-6.30327233688798	0.0366532905670798	0.221566315789474	-0.0810866355895996	-2.67759859589272	O00159	O00159	Unconventional myosin-Ic	MYO1C
26.20243	26.31926	26.26367	26.03978	25.94371	26.38709	26.12483	25.95442	26.1059	26.29668	25.93324	26.22153	26.0816	26.10757	25.88467	25.7886	26.12914	26.00443	25.86365	25.68517				+							e_a	7	7	7	43.6	43.6	43.6	23.354	0	20.705	1477900000	71	0.419921481562484	0.691066037735849	-0.103770732879639	-0.865693224178827	0.526269274175924	0.589284120171674	-0.0669479370117188	-0.672554683497449	0.0494225554259164	0.0626643776824034	-0.240673065185547	-2.45546727515794	0.0446634846808287	0.0345625841184388	-0.285687446594238	-2.53026887739331	0.786981810248637	0.898871604019352	0.0368227958679199	0.282596597567254	0.329888172333608	0.45945564738292	-0.136902332305908	-1.06012085800842	0.243808830858719	0.246932009925558	-0.1819167137146	-1.29223987862544	0.16706448496496	0.556852153667055	-0.173725128173828	-1.57176136332596	0.127994398159227	0.242467382328654	-0.21873950958252	-1.76506889178417	0.726317155245256	0.863066978193146	-0.0450143814086914	-0.366855583323637	O00161	O00161	Synaptosomal-associated protein 23	SNAP23
22.86757	23.62143	23.18	22.98506	NaN	23.26399	23.17184	NaN	NaN	NaN	NaN	NaN	23.50179	NaN	23.36973	NaN	23.08651	23.45073	22.2928	22.75587												3	3	3	9.7	9.7	9.7	31.62	0.00071514	3.05	156230000	16	0.83846437553954	0.914994909090909	0.0543985366821289	0.217498055268217	1	1	NaN	0	0.340411945594614	0.326979793444095	0.272243499755859	1.08126739986212	0.402891747943476	0.304509742790335	-0.267036914825439	-0.899803614129781	1	0.998504227998747	NaN	0	0.11376735453297	0.233297199638663	0.21784496307373	2.70555447913181	0.434473458091437	0.415024509803922	-0.321435451507568	-0.867783720884862	1	0.999741530740276	NaN	0	1	1	NaN	0	0.220279087999664	0.518342465753425	-0.539280414581299	-1.45147239098819	O00165	O00165	HCLS1-associated protein X-1	HAX1
27.33253	27.43102	27.41094	27.28136	27.32122	27.45073	27.37435	27.39607	27.22839	27.36995	27.24844	27.43667	27.31804	27.28047	27.29404	27.3201	27.21215	27.24327	27.28489	27.26696				+			+				e_a;e_b	6	6	6	27.3	27.3	27.3	37.636	0	31.611	3526800000	177	0.639787107138626	0.817509898812143	0.0216312408447266	0.492619990661794	0.503915209932622	0.565722996515679	-0.0431017875671387	-0.710753041560758	0.142934682873944	0.143791812865497	-0.0608000755310059	-1.68517334485291	0.0260159086972419	0.0213088	-0.112143993377686	-2.93797764326768	0.295153003619099	0.589201998572448	-0.0647330284118652	-1.14673968175745	0.0275153489699561	0.10291875	-0.0824313163757324	-2.89494527922832	0.0050702601608762	0.0151133671742809	-0.133775234222412	-4.30405449440191	0.738451847194759	0.917104838709677	-0.0176982879638672	-0.349783296283308	0.233411921024177	0.351181301326595	-0.0690422058105469	-1.32494362984802	0.0317424775448965	0.207089285714286	-0.0513439178466797	-2.78605080529518	O00170	O00170	AH receptor-interacting protein	AIP
NaN	NaN	NaN	NaN	NaN	24.83793	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN												4	4	4	7.6	7.6	7.6	72.453	0	12.469	299220000	14	1	1	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1	0.998191609267376	NaN	0	1	1	NaN	0	1	1	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	O00178	O00178	GTP-binding protein 1	GTPBP1
24.66936	24.64565	24.75491	24.72957	24.71429	24.76966	24.68233	24.64658	24.5932	24.75979	24.67783	NaN	24.79064	24.69832	24.64982	24.47994	NaN	24.63572	24.65747	24.58858												5	5	5	9.3	9.3	9.3	67.764	0	9.7794	547050000	32	0.92988146021059	0.965099123398517	0.00334644317626953	0.0917523851154023	0.667411085008816	0.709990704879938	-0.0229298273722343	-0.456149706128681	0.542210356940374	0.516270817120623	-0.045189380645752	-0.645953711908371	0.0899160164258956	0.0632208657047725	-0.0726143519083671	-2.09857225621722	0.626575231988004	0.806858372793801	-0.0262762705485038	-0.517968766919025	0.515136219771013	0.610254192409532	-0.0485358238220215	-0.691442437464694	0.083842907057441	0.10014010007148	-0.0759607950846366	-2.15378480178148	0.808177647671013	0.944510702215546	-0.0222595532735177	-0.255961337908937	0.39520669270322	0.502454230578921	-0.0496845245361328	-0.951554566016685	0.742458764911147	0.872538047655649	-0.0274249712626151	-0.34736817663576	O00186	O00186	Syntaxin-binding protein 3	STXBP3
24.71329	NaN	24.5441	24.65272	24.77339	NaN	25.11172	24.85951	NaN	24.34537	24.79635	NaN	23.73314	24.60326	24.71099	NaN	24.64889	24.52761	24.90766	24.85743												1	1	1	12.6	12.6	12.6	20.332	0	11.694	551430000	35	0.0694634733189165	0.302710526315789	0.278168360392254	2.46304823356803	0.738507367655895	0.760455882352941	-0.0658483505249023	-0.366214420251142	0.410871824372597	0.39073488372093	-0.287577311197918	-0.917336900106515	0.423359074058112	0.324388589051658	0.0986895561218262	0.871471412905959	0.204902192416546	0.501181981981982	-0.344016710917156	-1.61414427911371	0.157463941882314	0.289538702111024	-0.565745671590172	-1.73659280416603	0.242210293634956	0.245237810945274	-0.179478804270428	-1.32591414654663	0.644311282363626	0.891434013605442	-0.221728960673016	-0.511434257222044	0.440101148774965	0.541515294117647	0.164537906646729	0.85629485597445	0.225701675403134	0.523332209106239	0.386266867319744	1.38138891467688	O00193	O00193	Small acidic protein	SMAP
NaN	24.91196	24.75603	NaN	25.0966	NaN	NaN	24.80966	25.05941	24.90779	24.93737	24.78142	NaN	NaN	NaN	24.9304	NaN	25.01644	NaN	24.84283												4	4	4	22.9	22.9	22.9	24.608	0	8.8379	545780000	30	0.54151892446096	0.757625984251968	0.119131088256836	0.729590539068973	0.422448384411082	0.488909260991581	0.0875034332275391	0.892745632874293	1	1	0.096400260925293	0	0.498533058428112	0.399785204656403	0.0956401824951172	0.819695286006719	0.809253595691912	0.913029282576867	-0.0316276550292969	-0.257838406136186	1	1	-0.022730827331543	0	0.9014253781021	0.871030026109661	-0.0234909057617188	-0.140087842355103	1	0.999428033866416	0.00889682769775391	0	0.939519614489079	0.959083333333333	0.00813674926757813	0.0807500215500814	1	0.998201675457648	-0.000760078430175781	0	O00194;P51159	O00194	Ras-related protein Rab-27B	RAB27B
27.26293	27.3106	27.27293	27.2779	27.03685	27.2893	27.11138	27.28868	27.29807	27.35523	27.32877	27.07653	27.3189	27.36695	27.29369	27.13075	27.1278	27.08507	27.19545	27.14151				+							e_a	10	10	10	12.2	12.2	12.2	121.32	0	31.923	3499100000	99	0.174820139319879	0.490690451206716	-0.0995416641235352	-1.5386118006357	0.807627823915817	0.822193411264612	-0.0164422988891602	-0.254472097915613	0.948471489351071	0.946691650230112	-0.00352191925048828	-0.0673759754930331	0.00120701900818894	0.00247173489278752	-0.143635272979736	-5.74762038108596	0.392755472616648	0.66103468547913	0.083099365234375	0.920627391466923	0.285391521077495	0.424917212626563	0.0960197448730469	1.17262153789169	0.539571029987084	0.505544901065449	-0.0440936088562012	-0.650323201234417	0.879705862677886	0.962323928944619	0.0129203796386719	0.157913013686856	0.109441699518795	0.217075718015666	-0.127192974090576	-1.87810806447772	0.0466033708590528	0.252905222437137	-0.140113353729248	-2.49880734328734	O00203	O00203	AP-3 complex subunit beta-1	AP3B1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.22523	NaN	NaN	NaN	NaN	NaN												3	3	3	10.7	10.7	10.7	35.808	0.0060659	2.1494	344320000	0	1.0000001	1	0	0	1.0000001	1	0	0	1	1	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	1	NaN	0	1.0000001	1	0	0	1	0.99911473354232	NaN	0	1.0000001	1	0	0	1	0.99789205955335	NaN	0	O00214	O00214	Galectin-8	LGALS8
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.92904	NaN												2	2	2	10.5	10.5	10.5	23.705	0.006671	2.1012	310170000	2	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1	1	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	1	NaN	0	1.0000001	1	0	0	1	1	NaN	0	1	0.997582635658915	NaN	0	O00217	O00217	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	NDUFS8
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.74041	NaN	NaN												1	1	1	2.8	2.8	2.8	50.089	0.00048614	3.3146	53763000	10	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1	1	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	1	NaN	0	1.0000001	1	0	0	1	1	NaN	0	1	0.997273403595784	NaN	0	O00220	O00220	Tumor necrosis factor receptor superfamily member 10A	TNFRSF10A
30.04687	29.89202	29.99281	30.01877	29.83805	29.86271	29.95505	30.07214	29.81095	29.87088	29.80484	29.83993	29.85329	29.81934	29.90613	29.86353	29.7717	29.73568	29.86628	29.85942		+	+	+							c_a;d_a;e_a	24	24	24	54	54	54	47.463	0	130.32	21211000000	502	0.410371697423192	0.687304452466907	-0.0556292533874512	-0.884690510836149	0.00557034242741884	0.0227112171837709	-0.155962944030762	-4.21852500243374	0.0158408950226494	0.0283111668757842	-0.127044200897217	-3.32826025462327	0.00860185702811923	0.00924245810055866	-0.179345607757568	-3.83570081401211	0.118965877017311	0.399161856963614	-0.100333690643311	-1.81790029846962	0.249389797573769	0.393879365079365	-0.0714149475097656	-1.27519267874388	0.0937339713753614	0.112817679558011	-0.123716354370117	-1.98986192923722	0.263396226559481	0.650165232358003	0.0289187431335449	1.23384515615722	0.537386404379216	0.616937579617834	-0.0233826637268066	-0.653950178555941	0.207172223332186	0.504341637010676	-0.0523014068603516	-1.41370964249399	O00231	O00231	26S proteasome non-ATPase regulatory subunit 11	PSMD11
27.74008	27.60929	27.84613	27.83702	27.4906	27.54289	27.84032	27.82208	27.41321	27.60837	27.5847	27.67162	27.4283	27.42422	27.70734	27.70754	27.54097	27.32337	27.70655	27.57874				+							e_a	11	11	11	24.8	24.8	24.8	52.904	0	63.208	4507400000	142	0.460669935061556	0.714237885462555	-0.0841574668884277	-0.78802841923741	0.0520020609566627	0.0969230769230769	-0.188654899597168	-2.4180339087501	0.0991242926542561	0.104841259209645	-0.191276550292969	-1.94952446487906	0.0629131430464401	0.0463329283110571	-0.220721244812012	-2.27868532316385	0.365868303847187	0.643357628165534	-0.10449743270874	-0.977947077627388	0.414781502524221	0.532153618906942	-0.107119083404541	-0.875877497530501	0.303234478210759	0.298018416206262	-0.136563777923584	-1.12585529212085	0.979562700553412	0.993449441786284	-0.00262165069580078	-0.0267028778847277	0.752024201178169	0.793400145243283	-0.0320663452148438	-0.330825208620431	0.804365027988803	0.904817188638019	-0.029444694519043	-0.258900689081231	O00232	O00232	26S proteasome non-ATPase regulatory subunit 12	PSMD12
25.99738	26.19616	26.31335	26.03936	26.02111	26.12254	26.1418	26.15835	26.17503	26.08071	26.1029	26.07202	25.89224	26.06491	25.79461	25.87119	25.81443	26.13583	25.65941	25.86696												5	5	5	25.6	25.6	25.6	24.682	0	13.372	1503600000	71	0.756981629056526	0.871964174454829	-0.0256147384643555	-0.3239348130909	0.718506202155557	0.745832277301528	-0.0289015769958496	-0.377909360361369	0.0468270618077297	0.0610270742358079	-0.23082447052002	-2.49526874255169	0.0727670695017272	0.0532750582750583	-0.26740837097168	-2.17293220492635	0.935060449352235	0.980438392560611	-0.00328683853149414	-0.0849557070173782	0.0194535127537749	0.0848380281690141	-0.205209732055664	-3.16451105896304	0.0588451746845108	0.0768614891913531	-0.241793632507324	-2.32745698903427	0.0169269010190874	0.164675675675676	-0.20192289352417	-3.27505393273345	0.0578426823044309	0.148967231638418	-0.23850679397583	-2.34001589233135	0.760056105067077	0.880134390335976	-0.0365839004516602	-0.319670423219927	O00233	O00233	26S proteasome non-ATPase regulatory subunit 9	PSMD9
26.61989	26.47919	26.7753	26.89227	26.60428	26.47282	26.69856	26.57039	26.71398	26.6487	26.51814	26.85757	26.47987	26.3723	26.58978	26.52877	26.48636	26.54967	26.60569	26.81726												4	4	4	47.1	47.1	47.1	7.4016	0	17.406	2202500000	46	0.340098121871445	0.636783083219645	-0.105147838592529	-1.03609635795606	0.952799901304436	0.970251489080079	-0.0070652961730957	-0.0617076006008976	0.0968818932078186	0.103048648648649	-0.19897985458374	-1.96603015222784	0.529298558290069	0.430842534271953	-0.0769143104553223	-0.667460350873708	0.290227206323505	0.583191919191919	0.0980825424194336	1.15970753141192	0.201803802179773	0.336869806094183	-0.0938320159912109	-1.43312535179352	0.752659951406645	0.705024407012719	0.028233528137207	0.329940571852828	0.0629660697822481	0.350610687022901	-0.191914558410645	-2.27807260224831	0.513699999057091	0.601253054101222	-0.0698490142822266	-0.693898446786942	0.202125917111709	0.500736174070716	0.122065544128418	1.43194706993574	O00244	O00244	Copper transport protein ATOX1	ATOX1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.93814												2	2	2	3.9	3.9	3.9	68.023	0	5.8089	143660000	12	1.0000001	1	0	0	1.0000001	1	0	0	1.0000001	1	0	0	1	1	NaN	0	1.0000001	1	0	0	1.0000001	1	0	0	1	1	NaN	0	1.0000001	1	0	0	1	1	NaN	0	1	0.996964363185621	NaN	0	O00255	O00255	Menin	MEN1
27.58792	27.56326	27.56398	27.61842	27.44853	27.48101	27.53081	27.66262	27.4275	27.53942	27.62673	27.53808	27.41756	27.44924	27.45285	27.49129	27.46801	27.52418	27.54517	27.53794			+	+							d_a;e_a	8	8	7	40	40	35.4	21.671	0	31.565	4075500000	110	0.322644058493749	0.631731620271235	-0.0526537895202637	-1.07753819424733	0.283315261149646	0.350792370572207	-0.0504612922668457	-1.17822371566076	0.000602698593892761	0.00241176470588235	-0.130659580230713	-6.55643053563092	0.0251948783909291	0.0205815831987076	-0.064570426940918	-2.96269231935952	0.973076340998602	0.991671056858336	0.00219249725341797	0.0351813855693152	0.165860766697547	0.298139817629179	-0.0780057907104492	-1.57703642288996	0.820412738025967	0.778538358008075	-0.0119166374206543	-0.237173526645176	0.114865544742638	0.471641099855282	-0.0801982879638672	-1.84321296127825	0.761403381398389	0.800933621933622	-0.0141091346740723	-0.317803815193354	0.0287895354113102	0.197324009324009	0.0660891532897949	2.86032229877503	O00264	O00264	Membrane-associated progesterone receptor component 1	PGRMC1
29.61754	29.62784	29.70032	29.73551	29.57645	29.63896	29.59808	29.53538	29.57847	29.47356	29.55245	29.5929	29.52339	29.51736	29.62481	29.55879	29.46016	29.44176	29.53881	29.57205			+	+							d_a;e_a	25	25	25	28.6	28.6	28.6	121	0	252.25	17259000000	587	0.0591247777660006	0.275188712522046	-0.0830841064453125	-2.32399398553495	0.0210436925632548	0.0561324921135647	-0.120957851409912	-3.10270575488807	0.0230658620847422	0.0357602663706992	-0.114213943481445	-3.03107971588739	0.00745580595361841	0.00818779342723005	-0.167108058929443	-3.95952552142731	0.311490671978068	0.60467955801105	-0.0378737449645996	-1.10499684207343	0.37901351449967	0.504410362694301	-0.0311298370361328	-0.949527973755581	0.0684624641318822	0.0862844106463878	-0.0840239524841309	-2.21718739707276	0.858675210022404	0.956122202486678	0.0067439079284668	0.185864796318617	0.302915909054072	0.416677473448854	-0.0461502075195313	-1.12666961868354	0.231351538355042	0.529524916943522	-0.052894115447998	-1.33157870475783	O00267	O00267	Transcription elongation factor SPT5	SUPT5H
